Organizati,Organiza_1,Monitoring,Monitori_1,Monitori_2,Monitori_3,HUCEightDi,DrainageAr,Drainage_1,Contributi,Contribu_1,LatitudeMe,LongitudeM,SourceMapS,Horizontal,Horizont_1,Horizont_2,Horizont_3,VerticalMe,Vertical_1,VerticalAc,Vertical_2,VerticalCo,Vertical_3,CountryCod,StateCode,CountyCode,AquiferNam,FormationT,AquiferTyp,Constructi,WellDepthM,WellDept_1,WellHoleDe,WellHole_1,ProviderNa,End_Sp_Res,End_Sp_R_1,End_Sp_R_2,End_Sp_R_3,End_Sp_R_4,End_Sp_R_5,End_Sp_R_6,End_Sp_R_7,End_Sp_R_8,End_Sp_R_9,End_Sp_R10,End_Sp_R11,End_Sp_R12,End_Sp_R13,End_Sp_R14,End_Sp_R15,End_Sp_R16,End_Sp_R17,End_Sp_R18,End_Sp_R19,End_Sp_R20,End_Sp_R21,End_Sp_R22,End_Sp_R23,End_Sp_R24,End_Sp_R25,End_Sp_R26,End_Sp_R27,End_Sp_R28,End_Sp_R29,End_Sp_R30,End_Sp_R31,End_Sp_R32,End_Sp_R33,End_Sp_R34,End_Sp_R35,End_Sp_R36,End_Sp_R37,End_Sp_R38,End_Sp_R39,End_Sp_R40,End_Sp_R41,End_Sp_R42,End_Sp_R43,End_Sp_R44,End_Sp_R45,End_Sp_R46,End_Sp_R47,End_Sp_R48,End_Sp_R49,End_Sp_R50,End_Sp_R51,End_Sp_R52,End_Sp_R53,End_Sp_R54,End_Sp_R55,End_Sp_R56,End_Sp_R57,End_Sp_R58,End_Sp_R59,End_Sp_R60,End_Sp_R61,group_coal,group_co_1,HUC12RNG,STATES,Shape_Leng,Shape_Area
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061-0027,"Left Fork Longbottom Creek southwest of Dawes, W.Va.",River/Stream,"Left Fork Longbottom Creek southwest of Dawes, W.Va.",5050006,,,,,38.1366667,-81.4656667,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/1/2001,50500060202,WV,57968.6908,97183288.05
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061-0028,"Laurel Fork southwest of Dawes, W.Va.",River/Stream,"Laurel Fork southwest of Dawes, W.Va.",5050006,,,,,38.1295,-81.4808056,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/2/2001,50500060202,WV,57968.6908,97183288.05
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061-0029,"Greens Branch east of Giles, W.Va.",River/Stream,"Greens Branch east of Giles, W.Va.",5050006,,,,,38.0848889,-81.4472222,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"10/1/2001, 8/9/2001, 10/3/1996",50500060201,WV,58361.55375,91158715.38
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061-0030,"Coal Fork north of Ohley, W.Va.",River/Stream,"Coal Fork north of Ohley, W.Va.",5050006,,,,,38.1153611,-81.4555833,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"8/13/2001, 10/2/2001, 10/8/1996",50500060202,WV,57968.6908,97183288.05
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061-0031,"Coal Fork west of Ohley, W.Va.",River/Stream,"Coal Fork west of Ohley, W.Va.",5050006,,,,,38.0854722,-81.5193056,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/2/2001,50500060202,WV,57968.6908,97183288.05
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061-0032,"Laurel Fork west Ohley, W.Va.",River/Stream,"Laurel Fork west Ohley, W.Va.",5050006,,,,,38.0994444,-81.47375,24000,,,Interpolation-Map,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"10/2/2001, 8/16/2001, 10/3/1996",50500060202,WV,57968.6908,97183288.05
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061-0033,"Left Fork Laurel Fork southwest of Eskdale, W.Va.",River/Stream,"Left Fork Laurel Fork southwest of Eskdale, W.Va.",5050006,,,,,38.08425,-81.4761111,24000,,,Interpolation-Map,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/2/2001,50500060202,WV,57968.6908,97183288.05
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061-0034,"Un.Trib. Coal Fork southwest of Ohley, W.Va.",River/Stream,"UnnamedTributary at Mile Point 4.0 of. Coal Fork southwest of Community Ohley, Kanawha County, W.Va.",5050006,,,,,38.0831667,-81.5088056,24000,,,Interpolation-Map,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/1/2001,50500060202,WV,57968.6908,97183288.05
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061-0035,"Un.Trib. Coal Fork southwest of Ohley, W.Va.",River/Stream,"Un.Trib. Coal Fork southwest of Ohley, W.Va.",5050006,,,,,38.0856111,-81.5195556,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/1/2001,50500060202,WV,57968.6908,97183288.05
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061-0036,"Bear Hollow at Ohley, W.Va.",River/Stream,"Bear Hollow at Ohley, W.Va.",5050006,,,,,38.1043056,-81.44325,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"7/19/2001, 10/1/2001, 10/3/1996",50500060201,WV,58361.55375,91158715.38
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061-0037,"Un.Trib. Bear Hollow east of Ohley, W.Va.",River/Stream,"Unnamed Tributary at Mile Point 0.3 of  Bear Hollow east of Community of Ohley, Kanawha County,  W.Va.",5050006,,,,,38.1068888,-81.4396111,24000,,,GPS-Unspecified,NAD27,0,ft,,,,Unknown,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"10/10/2001, 10/1/2001",50500060201,WV,58361.55375,91158715.38
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061-0038,"Mine Seep Bear Hollow east of Ohley, W.Va.",River/Stream,"Mine Seep Bear Hollow east of Ohley, W.Va.",5050006,,,,,38.1101111,-81.4395278,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/11/2001,50500060201,WV,58361.55375,91158715.38
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061-0039,"Cane Fork at Eskdale, W.Va.",River/Stream,"Cane Fork at Eskdale, W.Va.",5050006,,,,,38.0898333,-81.4445556,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"7/19/2001, 10/1/2001",50500060201,WV,58361.55375,91158715.38
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061-0040,"Un.Trib. Cane Fork at Eskdale, W.Va.",River/Stream,"Unnamed Tributary at Mile Point 0.4 of Cane Fork at Community of Eskdale, Kanawha County,  W.Va.",5050006,,,,,38.0869444,-81.4386111,24000,,,Interpolation-Map,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11/6/1996,50500060201,WV,58361.55375,91158715.38
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061-0041,"5th Un.Trib. Cane Fork at Eskdale, W.Va.",River/Stream,"5th Un.Trib. Cane Fork at Eskdale, W.Va.",5050006,,,,,38.0824444,-81.42425,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/19/2001,50500060201,WV,58361.55375,91158715.38
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061-0042,"Toms Fork south of Eskdale, W.Va.",River/Stream,"Toms Fork south of Eskdale, W.Va.",5050006,,,,,38.0693333,-81.4516667,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"10/11/2001, 10/2/2001",50500060201,WV,58361.55375,91158715.38
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061-0043,"Tenmile Fork at Leewood, W.Va.",River/Stream,"Tenmile Fork at Leewood, W.Va.",5050006,,,,,38.0666667,-81.4493889,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"7/19/2001, 10/3/2001, 10/2/1996",50500060201,WV,58361.55375,91158715.38
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061-0044,"Tenmile Fork south of Acme, W.Va.",River/Stream,"Tenmile Fork south of Acme, W.Va.",5050006,,,,,38.0365556,-81.4555278,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"7/19/2001, 10/3/2001",50500060201,WV,58361.55375,91158715.38
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061-0045,"Tenmile Fork north of Kayford, W.Va.",River/Stream,"Tenmile Fork north of Kayford, W.Va.",5050006,,,,,38.0104167,-81.4487778,24000,,,Interpolation-Map,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/19/2001,50500060201,WV,58361.55375,91158715.38
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061-0046,"Un.Trib. Tenmile Fork south of Leewood, W.Va.",River/Stream,"Unnamed Tributary at Mile Point 1.2 of Tenmile Fork south of Community of Leewood, Kanawha County , W.Va.",5050006,,,,,38.0532777,-81.4580555,24000,,,GPS-Unspecified,NAD27,0,ft,,,,Unknown,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"10/3/2001, 10/10/2001",50500060201,WV,58361.55375,91158715.38
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061-0048,"Powerhouse Hollow south of Leewood, W.Va.",River/Stream,"Powerhouse Hollow south of Leewood, W.Va.",5050006,,,,,38.0565556,-81.4360556,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/2/2001,50500060201,WV,58361.55375,91158715.38
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061-0050,"Fifteenmile Fork at Decota, W.Va.",River/Stream,"Fifteenmile Fork at Decota, W.Va.",5050006,,,,,38.0158333,-81.4213889,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"9/11/2001, 10/1/2001, 11/6/1996",50500060201,WV,58361.55375,91158715.38
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061-0051,"Fifteenmile Fork at Wevaco, W.Va.",River/Stream,"Fifteenmile Fork at Wevaco, W.Va.",5050006,,,,,38.0013889,-81.42625,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9/11/2001,50500060201,WV,58361.55375,91158715.38
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061-0052,"Fifteenmile Fork south of United, W.Va.",River/Stream,"Fifteenmile Fork south of United, W.Va.",5050006,,,,,37.9833056,-81.4328056,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9/11/2001,50500060201,WV,58361.55375,91158715.38
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061-0053,"Abbott Creek south of Decota, W.Va.",River/Stream,"Abbott Creek south of Decota, W.Va.",5050006,,,,,38.0078333,-81.4230833,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"10/1/2001, 7/19/2001, 11/6/1996",50500060201,WV,58361.55375,91158715.38
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061-0054,"Long Branch at United, W.Va.",River/Stream,"Long Branch at United, W.Va.",5050006,,,,,37.9902778,-81.4286111,24000,,,Interpolation-Map,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"7/19/2001, 11/6/1996",50500060201,WV,58361.55375,91158715.38
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061-0058,"Cane Fork south of Eskdale, W.Va.",River/Stream,"Cane Fork above mouth of 5th Unnamed Tributary of Cane Fork south of Community of Eskdale, Kanawha County, West Virginia",5050006,,,,,38.0823889,-81.4236111,24000,,,GPS-Unspecified,NAD27,0,ft,,,,Unknown,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/19/2001,50500060201,WV,58361.55375,91158715.38
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061-0059,"Cane Fork southeast of Eskdale, W.Va.",River/Stream,"Cane Fork above the mouth of First Unnamed Tributary southeast of Community of Eskdale, Kanawha County, West Virginia",5050006,,,,,38.0872222,-81.4384167,24000,,,GPS-Unspecified,NAD27,0,ft,,,,Unknown,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/9/2001,50500060201,WV,58361.55375,91158715.38
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061-0060,"1st Un.Trib. Cane Fork southeast of Eskdale, W.Va.",River/Stream,"Unnamed Tributary at Mile Point 0.4 of Cane Fork above culvert of old coal mine/ATV/jeep road southeast of Community of Eskdale, Kanawha County, West Virginia.",5050006,,,,,38.0869444,-81.4386667,24000,,,GPS-Unspecified,NAD27,0,ft,,,,Unknown,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/9/2001,50500060201,WV,58361.55375,91158715.38
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061-0061,"10th Un.Trib. Tenmile Fork south of Kayford, W.Va.",River/Stream,"Unnamed Tributary at Mile Point 4.2 of Tenmile Fork south of Community of Kayford, Kanawha County, West Virginia.",5050006,,,,,38.0133333,-81.4501667,24000,,,GPS-Unspecified,NAD27,0,ft,,,,Unknown,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/2/2001,50500060201,WV,58361.55375,91158715.38
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061-0062,"Toms Fork southwest of Leewood, W.Va.",River/Stream,"Toms Fork southwest of Community of Leewood, Kanawha County, West Virginia  <**Eskdale  WV Topographic Map **>",5050006,,,,,38.0660833,-81.458,24000,,,GPS-Unspecified,NAD27,0,ft,,,,Unknown,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5/1/2003,50500060201,WV,58361.55375,91158715.38
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-061.5-0001,"Hicks Hollow in Shrewsbury, W.Va.",River/Stream,"Hicks Hollow below private culverts in Community of Shrewsbury, Kanawha County, West Virginia",5050006,,,,,38.2032222,-81.4774444,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"7/17/2001, 9/5/2001, 10/8/1996",50500060306,WV,87664.43073,103514049.1
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-062-0001,"Watson Branch at Shrewsbury, W.Va.",River/Stream,"Watson Branch at Shrewsbury, W.Va.",5050006,,,,,38.2097222,-81.4630278,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"7/31/2001, 11/6/1996",50500060306,WV,87664.43073,103514049.1
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-063-0001,"Mile Branch at Shrewsbury, W.Va.",River/Stream,"Mile Branch at Shrewsbury, W.Va.",5050006,,,,,38.2217778,-81.4487778,24000,,,GPS-Unspecified,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"7/17/2001, 9/6/2001, 11/6/1996",50500060306,WV,87664.43073,103514049.1
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-064-0001,"Kellys Creek at Cedar Grove, W.Va.",River/Stream,"Kellys Creek at Cedar Grove, W.Va.",5050006,,,,,38.2169444,-81.4272222,24000,,,Interpolation-Map,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/9/1996,50500060305,WV,43954.37158,63996899.13
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-064-0002,"Horsemill Branch at Cedar Grove, W.Va.",River/Stream,"Horsemill Branch at Cedar Grove, W.Va.",5050006,,,,,38.2217611,-81.4277361,24000,,,GPS Code (Pseudo Range) Differential,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/9/1996,50500060305,WV,43954.37158,63996899.13
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-064-0003,"Fivemile Fork northeast of Ward, W.Va.",River/Stream,"Fivemile Fork northeast of Ward, W.Va.",5050006,,,,,38.2530556,-81.3777778,24000,,,Interpolation-Map,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/9/1996,50500060305,WV,43954.37158,63996899.13
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-064-0004,"Hurricane Fork east of Mammoth, W.Va.",River/Stream,"Hurricane Fork east of Mammoth, W.Va.",5050006,,,,,38.2638889,-81.3555556,24000,,,Interpolation-Map,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/9/1996,50500060305,WV,43954.37158,63996899.13
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-064-0005,"Left Fork Kellys Creek at Mammoth, W.Va.",River/Stream,"Left Fork Kellys Creek at Mammoth, W.Va.",5050006,,,,,38.2630556,-81.3747222,24000,,,Interpolation-Map,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/9/1996,50500060305,WV,43954.37158,63996899.13
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-064-0006,"Kellys Creek in northern part of Cedar Grove, W.Va.",River/Stream,"Kelly Creek above Mountain Road Bridge in northern part of Town of Cedar Grove, Kanawha County, West Virginia.  <**Cedar Grove WV Topographic Map **>",5050006,,,,,38.2301833,-81.4197277,24000,,,GPS-Unspecified,NAD83,0,ft,,,,Unknown,US,54,39,,,,,,,,,STORET,211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-FIELD01 \\Custody_ID: WAPBASE 20641-RANDOM2004-0,Field Msr/Obs,Water,,5/5/2004,14:30:00,EDT,,,,,,,,,,,WAPINST2,,,,,,USEPA,USEPA,USEPA,Unknown,,pH,,7.38,None,,,,Actual,,,,,,,,,,,,,4500-H,APHA,,,,,,,,,,STORET,1,5/5/2004,50500060305,WV,43954.37158,63996899.13
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-064-0007,"Left Fork Kellys Creek north of Mammoth, W.Va.",River/Stream,"Left Fork of Kellys Creek at an old reclaimed coal mine spoil pile north of Community of Mammoth, Kanawha County, West Virginia.  <**Mammoth WV Topographic Map **>",5050006,,,,,38.2800222,-81.3637083,24000,,,GPS-Unspecified,NAD83,0,ft,,,,Unknown,US,54,39,,,,,,,,,STORET,211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-DISSMETAL01 \\Custody_ID: WAPBASE 20661-RANDOM2004-0,Sample,Water,,5/5/2004,16:30:00,EDT,,,,,,,,,,,WAPINST2,,,,,,GRAB01,GRAB01,GRAB01,Unknown,*Non-detect,Zinc,Dissolved,,,,,,Actual,,,,,,<5 ug/l,,,,,,,200.7(W),USEPA,,,"Bio-Chem Testing, Inc.",5/19/2004,,,5,ug/l,,STORET,1,5/5/2004,50500060305,WV,43954.37158,63996899.13
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-065-0001,"Paint Creek at Pratt, W.Va.",River/Stream,"Paint Creek at Pratt, W.Va.",5050006,,,,,38.2046944,-81.3938611,24000,,,GPS Code (Pseudo Range) Differential,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9/30/1996,50500060104,WV,48315.96187,49322706.33
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-065-0002,"Paint Creek south of Standard, W.Va",River/Stream,"Paint Creek south of Standard, W.Va",5050006,,,,,38.1264694,-81.3878417,24000,,,GPS Code (Pseudo Range) Differential,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/15/1996,50500060104,WV,48315.96187,49322706.33
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-065-0003,"Paint Creek at Burnwell, W.Va.",River/Stream,"Paint Creek at Burnwell, W.Va.",5050006,,,,,38.0506389,-81.3750972,24000,,,GPS Code (Pseudo Range) Differential,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/15/1996,50500060103,WV,57085.57962,91412908.79
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-065-0004,"Paint Creek at Westerly, W.Va.",River/Stream,"Paint Creek at Westerly, W.Va.",5050006,,,,,37.9955556,-81.3172222,24000,,,Interpolation-Map,NAD27,,,,,,,US,54,19,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/10/1996,50500060103,WV,57085.57962,91412908.79
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-065-0005,"Sugarcamp Run south of Hollygrove, W.Va.",River/Stream,"Sugarcamp Run south of Hollygrove, W.Va.",5050006,,,,,38.1816667,-81.4030556,24000,,,Interpolation-Map,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/15/1996,50500060104,WV,48315.96187,49322706.33
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-065-0006,"Milburn Branch south of Hollygrove, W.Va.",River/Stream,"Milburn Branch south of Hollygrove, W.Va.",5050006,,,,,38.1807944,-81.4052361,24000,,,GPS Code (Pseudo Range) Differential,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9/30/1996,50500060104,WV,48315.96187,49322706.33
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-K-065-0007,"Jones Branch south of Gallagher, W.Va.",River/Stream,"Jones Branch south of Gallagher, W.Va.",5050006,,,,,38.1675,-81.4008333,24000,,,Interpolation-Map,NAD27,,,,,,,US,54,39,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11/6/1996,50500060104,WV,48315.96187,49322706.33
